1	23
1	28
1	35
1	40
1	54
1	58
1	73
1	86
1	92
1	142
1	144
1	148
1	151
1	155
1	158
1	172
1	180
1	182
1	196
1	197
1	198
1	214
1	235
1	244
1	256
1	313
1	336
1	339
1	340
1	385
1	408
1	442
1	471
1	487
1	538
1	547
1	565
1	584
1	605
1	617
1	663
1	730
1	769
1	794
1	877
1	881
1	900
1	904
1	930
1	948
2	26
2	30
2	34
2	45
2	53
2	55
2	65
2	68
2	70
2	81
2	82
2	90
2	162
2	169
2	173
2	174
2	177
2	199
2	200
2	230
2	231
2	234
2	244
2	298
2	306
2	322
2	359
2	374
2	376
2	385
2	405
2	454
2	469
2	520
2	525
2	532
2	545
2	556
2	594
2	595
2	618
2	679
2	755
2	769
2	788
2	880
2	882
2	941
2	957
3	52
3	65
3	84
3	85
3	93
3	98
3	101
3	107
3	113
3	139
3	153
3	156
3	157
3	160
3	165
3	203
3	215
3	241
3	261
3	267
3	361
3	399
3	412
3	443
3	460
3	490
3	572
3	576
3	585
3	597
3	624
3	626
3	630
3	676
3	691
3	742
3	746
3	786
3	790
3	800
3	820
3	841
3	908
3	919
3	947
3	963
3	988
3	989
3	995
4	9
4	11
4	19
4	25
4	40
4	48
4	50
4	55
4	72
4	87
4	94
4	95
4	101
4	104
4	105
4	125
4	129
4	137
4	142
4	148
4	205
4	216
4	222
4	228
4	235
4	239
4	268
4	269
4	286
4	291
4	296
4	312
4	365
4	372
4	375
4	381
4	389
4	390
4	534
4	554
4	576
4	658
4	673
4	700
4	710
4	734
4	812
4	860
4	984
5	21
5	24
5	45
5	46
5	49
5	66
5	69
5	81
5	103
5	108
5	118
5	121
5	122
5	125
5	134
5	141
5	143
5	144
5	177
5	181
5	198
5	212
5	217
5	223
5	238
5	246
5	250
5	260
5	269
5	285
5	297
5	314
5	324
5	382
5	401
5	434
5	442
5	445
5	451
5	458
5	497
5	517
5	661
5	719
5	729
5	793
5	906
5	959
5	974
6	8
6	16
6	18
6	38
6	39
6	69
6	109
6	118
6	136
6	151
6	166
6	194
6	196
6	208
6	229
6	256
6	257
6	284
6	288
6	362
6	364
6	387
6	431
6	432
6	444
6	448
6	465
6	477
6	507
6	529
6	535
6	559
6	604
6	666
6	685
6	706
6	721
6	753
6	773
6	774
6	817
6	837
6	863
6	897
6	906
6	932
6	944
6	975
7	12
7	13
7	25
7	26
7	32
7	38
7	53
7	63
7	124
7	150
7	152
7	177
7	179
7	186
7	215
7	233
7	289
7	336
7	349
7	362
7	365
7	369
7	403
7	407
7	425
7	431
7	443
7	468
7	478
7	488
7	510
7	517
7	554
7	584
7	651
7	695
7	713
7	763
7	767
7	774
7	794
7	823
7	825
7	837
7	842
7	863
7	890
7	911
8	13
8	35
8	38
8	41
8	46
8	48
8	56
8	61
8	66
8	71
8	75
8	109
8	148
8	168
8	192
8	226
8	238
8	274
8	283
8	289
8	310
8	314
8	332
8	355
8	367
8	402
8	425
8	441
8	457
8	487
8	493
8	515
8	583
8	589
8	610
8	611
8	692
8	707
8	751
8	754
8	798
8	808
8	846
8	853
8	872
8	969
9	57
9	62
9	64
9	68
9	71
9	73
9	74
9	77
9	88
9	102
9	106
9	107
9	131
9	134
9	159
9	175
9	250
9	265
9	270
9	275
9	292
9	305
9	320
9	321
9	330
9	331
9	358
9	364
9	390
9	415
9	422
9	423
9	426
9	431
9	438
9	475
9	561
9	562
9	617
9	723
9	730
9	733
9	764
9	804
9	906
9	945
10	14
10	25
10	29
10	35
10	39
10	86
10	87
10	104
10	114
10	134
10	143
10	150
10	184
10	198
10	204
10	211
10	219
10	224
10	225
10	255
10	263
10	334
10	349
10	355
10	356
10	390
10	412
10	434
10	440
10	444
10	467
10	470
10	519
10	520
10	524
10	588
10	589
10	606
10	662
10	666
10	707
10	745
10	773
10	790
10	814
10	822
10	830
11	17
11	21
11	33
11	34
11	41
11	50
11	75
11	89
11	122
11	153
11	182
11	191
11	193
11	197
11	199
11	202
11	225
11	262
11	281
11	331
11	333
11	373
11	399
11	456
11	504
11	516
11	536
11	581
11	588
11	591
11	636
11	665
11	676
11	677
11	718
11	742
11	743
11	765
11	803
11	854
11	876
11	889
11	938
11	945
11	983
12	16
12	33
12	58
12	61
12	81
12	111
12	116
12	143
12	145
12	150
12	160
12	164
12	174
12	194
12	221
12	224
12	258
12	271
12	284
12	299
12	309
12	316
12	329
12	333
12	336
12	339
12	343
12	352
12	362
12	419
12	439
12	485
12	512
12	568
12	607
12	619
12	704
12	722
12	760
12	838
12	859
12	905
12	920
12	961
12	962
13	31
13	38
13	41
13	48
13	61
13	70
13	93
13	115
13	118
13	120
13	149
13	173
13	195
13	217
13	219
13	268
13	270
13	274
13	329
13	341
13	347
13	369
13	376
13	422
13	433
13	471
13	496
13	514
13	515
13	523
13	545
13	551
13	558
13	619
13	627
13	750
